Promoted Product ID,Product ID,Promotion ID,Start Day,End Day
775,,,12/3/2022,2/10/2023
776,,,12/1/2022,12/17/2022
777,,,11/20/2022,5/27/2023
778,,,10/21/2022,5/23/2023
779,,,10/6/2022,10/17/2023
780,,,10/14/2022,8/9/2023
781,,,12/15/2022,1/26/2023
782,,,11/5/2022,3/15/2023
783,,,12/2/2022,4/25/2023
784,,,10/30/2022,5/9/2023
785,,,10/22/2022,8/29/2023
786,,,11/4/2022,9/11/2023
787,,,12/12/2022,2/6/2023
788,,,11/16/2022,1/1/2023
789,,,11/5/2022,9/25/2023
790,,,12/13/2022,9/1/2023
791,,,12/7/2022,11/15/2023
792,,,10/7/2022,12/16/2022
793,,,11/22/2022,5/4/2023
794,,,11/22/2022,11/14/2022
795,,,12/8/2022,10/17/2023
796,,,11/30/2022,7/30/2023
797,,,12/25/2022,11/16/2022
798,,,10/23/2022,5/12/2023
799,,,10/17/2022,12/18/2022
800,,,12/30/2022,2/27/2023
801,,,11/16/2022,2/10/2023
802,,,12/11/2022,2/5/2023
803,,,11/7/2022,2/18/2023
804,,,12/5/2022,8/2/2023
805,,,10/13/2022,6/25/2023
806,,,11/29/2022,8/7/2023
807,,,11/30/2022,12/14/2023
808,,,10/3/2022,5/25/2023
809,,,10/30/2022,10/17/2023
810,,,11/29/2022,1/27/2023
811,,,10/1/2022,2/28/2023
812,,,12/22/2022,11/2/2023
813,,,10/9/2022,3/1/2023
814,,,12/24/2022,10/14/2023
815,,,10/4/2022,12/16/2022
816,,,12/26/2022,8/9/2023
817,,,11/27/2022,11/19/2022
818,,,11/14/2022,2/28/2023
819,,,11/2/2022,8/24/2023
820,,,12/11/2022,4/25/2023
821,,,12/24/2022,4/24/2023
822,,,10/16/2022,1/22/2023
823,,,12/1/2022,4/10/2023
824,,,11/16/2022,9/16/2023
825,,,12/22/2022,8/3/2023
826,,,10/29/2022,9/23/2023
827,,,11/16/2022,5/3/2023
828,,,10/15/2022,4/3/2023
829,,,12/16/2022,8/17/2023
830,,,12/2/2022,1/16/2023
831,,,12/4/2022,11/22/2022
832,,,12/26/2022,6/27/2023
833,,,10/8/2022,12/2/2023
834,,,11/22/2022,2/1/2023
835,,,11/26/2022,9/4/2023
836,,,10/7/2022,4/7/2023
837,,,12/27/2022,10/14/2023
838,,,12/10/2022,5/20/2023
839,,,10/5/2022,8/25/2023
840,,,11/14/2022,11/25/2022
841,,,12/13/2022,10/4/2023
842,,,10/10/2022,6/16/2023
843,,,10/27/2022,9/17/2023
844,,,12/3/2022,6/23/2023
845,,,12/18/2022,12/27/2022
846,,,12/29/2022,12/2/2023
847,,,12/25/2022,9/3/2023
848,,,10/7/2022,10/22/2023
849,,,12/1/2022,7/19/2023
850,,,11/7/2022,10/11/2023
851,,,12/24/2022,4/9/2023
852,,,10/28/2022,7/14/2023
853,,,10/17/2022,11/27/2022
854,,,10/22/2022,1/26/2023
855,,,12/9/2022,11/17/2022
856,,,11/17/2022,1/8/2023
857,,,10/18/2022,10/26/2023
858,,,10/13/2022,11/14/2023
859,,,11/29/2022,6/23/2023
860,,,10/28/2022,3/3/2023
861,,,11/8/2022,2/3/2023
862,,,10/23/2022,5/8/2023
863,,,11/6/2022,5/4/2023
864,,,12/25/2022,11/22/2023
865,,,10/2/2022,1/9/2023
866,,,11/28/2022,4/23/2023
867,,,10/19/2022,4/7/2023
868,,,12/13/2022,12/14/2023
869,,,12/7/2022,6/2/2023
870,,,10/6/2022,2/15/2023
871,,,11/30/2022,4/21/2023
872,,,12/22/2022,3/16/2023
873,,,12/26/2022,1/28/2023
874,,,11/11/2022,6/4/2023
875,,,11/11/2022,1/13/2023
876,,,10/20/2022,2/12/2023
877,,,11/13/2022,12/2/2023
878,,,11/29/2022,6/8/2023
879,,,11/20/2022,11/5/2022
880,,,10/30/2022,10/29/2023
881,,,12/24/2022,8/21/2023
882,,,10/19/2022,2/1/2023
883,,,10/19/2022,7/16/2023
884,,,12/24/2022,5/4/2023
885,,,10/19/2022,12/20/2023
886,,,10/19/2022,1/8/2023
887,,,11/5/2022,8/14/2023
888,,,12/14/2022,10/27/2023
889,,,10/28/2022,4/14/2023
890,,,10/7/2022,4/12/2023
891,,,10/22/2022,5/13/2023
892,,,11/27/2022,7/15/2023
893,,,10/25/2022,9/11/2023
894,,,10/5/2022,12/22/2022
895,,,11/6/2022,6/13/2023
896,,,12/23/2022,1/2/2023
897,,,12/10/2022,7/17/2023
898,,,12/12/2022,5/1/2023
899,,,10/28/2022,10/30/2022
900,,,12/3/2022,11/30/2022
901,,,11/10/2022,12/9/2023
902,,,10/15/2022,10/26/2023
903,,,11/16/2022,11/22/2022
904,,,12/7/2022,8/4/2023
905,,,10/18/2022,10/11/2023
906,,,12/25/2022,5/23/2023
907,,,10/31/2022,2/26/2023
908,,,10/25/2022,3/6/2023
909,,,10/25/2022,5/2/2023
910,,,11/17/2022,6/17/2023
911,,,10/11/2022,11/26/2022
912,,,12/17/2022,5/8/2023
913,,,12/7/2022,11/21/2023
914,,,12/9/2022,11/26/2022
915,,,10/24/2022,4/28/2023
916,,,12/10/2022,7/26/2023
917,,,12/20/2022,2/26/2023
918,,,12/12/2022,7/9/2023
919,,,12/25/2022,5/17/2023
920,,,12/20/2022,7/9/2023
921,,,11/5/2022,7/1/2023
922,,,12/1/2022,12/8/2023
923,,,11/7/2022,5/13/2023
924,,,11/21/2022,4/12/2023
925,,,12/12/2022,9/17/2023
926,,,12/1/2022,7/9/2023
927,,,12/9/2022,8/1/2023
928,,,11/1/2022,7/26/2023
929,,,11/26/2022,12/6/2022
930,,,10/8/2022,1/6/2023
931,,,10/13/2022,2/16/2023
932,,,11/8/2022,2/9/2023
933,,,12/23/2022,12/29/2023
934,,,12/8/2022,11/4/2022
935,,,10/17/2022,10/12/2023
936,,,11/27/2022,9/13/2023
937,,,12/2/2022,1/25/2023
938,,,11/28/2022,2/15/2023
939,,,10/18/2022,9/30/2023
940,,,12/28/2022,1/18/2023
941,,,11/14/2022,8/9/2023
942,,,11/13/2022,11/10/2023
943,,,11/18/2022,3/21/2023
944,,,10/4/2022,5/12/2023
945,,,12/23/2022,11/19/2022
946,,,11/8/2022,6/11/2023
947,,,12/14/2022,11/23/2023
948,,,10/30/2022,12/28/2022
949,,,11/21/2022,11/26/2023
950,,,11/6/2022,12/7/2023
951,,,10/21/2022,10/25/2023
952,,,12/29/2022,5/7/2023
953,,,11/30/2022,11/10/2023
954,,,12/6/2022,12/7/2023
955,,,11/19/2022,7/4/2023
956,,,11/29/2022,1/26/2023
957,,,10/6/2022,11/29/2022
958,,,10/21/2022,8/5/2023
959,,,11/24/2022,3/17/2023
960,,,10/27/2022,7/21/2023
961,,,10/25/2022,7/19/2023
962,,,12/18/2022,4/13/2023
963,,,10/29/2022,2/24/2023
964,,,11/13/2022,2/24/2023
965,,,11/29/2022,6/12/2023
966,,,10/22/2022,4/25/2023
967,,,11/27/2022,2/24/2023
968,,,11/7/2022,6/7/2023
969,,,11/8/2022,4/29/2023
970,,,12/4/2022,7/25/2023
971,,,11/7/2022,9/25/2023
972,,,10/30/2022,2/13/2023
973,,,12/10/2022,11/16/2022
974,,,11/26/2022,7/11/2023
975,,,12/16/2022,2/17/2023
976,,,10/30/2022,5/4/2023
977,,,11/27/2022,4/28/2023
978,,,10/15/2022,2/24/2023
979,,,10/24/2022,10/25/2023
980,,,11/20/2022,2/9/2023
981,,,12/2/2022,8/1/2023
982,,,12/18/2022,6/3/2023
983,,,11/29/2022,8/26/2023
984,,,11/4/2022,6/22/2023
985,,,10/31/2022,11/1/2022
986,,,10/10/2022,9/10/2023
987,,,12/8/2022,5/12/2023
988,,,11/22/2022,11/10/2022
989,,,10/24/2022,7/25/2023
990,,,10/22/2022,12/7/2023
991,,,10/6/2022,9/2/2023
992,,,12/27/2022,10/28/2023
993,,,10/23/2022,1/5/2023
994,,,11/3/2022,12/20/2022
995,,,11/17/2022,1/4/2023
996,,,12/8/2022,3/2/2023
997,,,11/29/2022,5/25/2023
998,,,12/27/2022,6/21/2023
999,,,10/27/2022,11/19/2022
1000,,,12/29/2022,10/12/2023
